id,shift_id,employee_id,approval_status,approved_at,notes
2112,2112,55,approved,2026-01-15T19:43:50.149Z,
2113,2113,56,pending,,
2114,2114,57,approved,2026-01-16T16:57:57.153Z,Approved by manager
2115,2115,58,approved,2026-01-13T15:21:39.270Z,Excellent performance
2116,2116,59,approved,2026-01-12T05:34:07.537Z,Approved by manager
2117,2117,60,approved,2026-01-15T21:51:53.667Z,
2118,2118,61,rejected,2026-01-14T09:35:05.209Z,Did not complete full shift
2119,2119,62,approved,2026-01-12T12:42:24.040Z,
2120,2120,64,approved,2026-01-16T01:28:36.658Z,Standard approval
2121,2121,65,approved,2026-01-15T08:15:55.500Z,Excellent performance
2122,2122,66,approved,2026-01-14T07:19:26.728Z,Approved by manager
2123,2123,67,approved,2026-01-13T04:42:04.078Z,Excellent performance
2124,2124,68,approved,2026-01-13T17:23:31.139Z,Approved by manager
2125,2125,69,approved,2026-01-16T11:42:33.526Z,
2126,2126,70,approved,2026-01-12T05:26:38.209Z,Late arrival noted
2127,2127,71,rejected,2026-01-15T03:19:07.436Z,Did not complete full shift
2128,2128,72,approved,2026-01-13T03:39:37.481Z,Approved by manager
2129,2129,73,approved,2026-01-16T02:39:03.198Z,
2130,2130,74,approved,2026-01-12T13:40:50.871Z,Excellent performance
2131,2131,75,approved,2026-01-15T06:18:18.334Z,Excellent performance
2132,2132,77,approved,2026-01-12T11:51:43.751Z,
2133,2133,78,approved,2026-01-15T05:12:30.813Z,
2134,2134,79,approved,2026-01-12T22:12:44.187Z,Approved by manager
2135,2135,80,approved,2026-01-13T06:23:30.344Z,Standard approval
2136,2136,81,approved,2026-01-13T20:09:44.672Z,Late arrival noted
2137,2137,82,approved,2026-01-11T22:45:49.435Z,
2138,2138,83,approved,2026-01-12T04:35:31.045Z,Excellent performance
2139,2139,84,approved,2026-01-13T13:58:21.928Z,Approved by manager
2140,2140,85,approved,2026-01-13T07:25:59.671Z,Standard approval
2141,2141,86,approved,2026-01-14T06:41:47.088Z,Excellent performance
2142,2142,87,approved,2026-01-15T13:18:19.165Z,
2143,2143,89,approved,2026-01-12T04:08:17.633Z,
2144,2144,90,approved,2026-01-15T22:14:11.891Z,
2145,2145,91,approved,2026-01-13T17:38:46.408Z,Late arrival noted
2146,2146,92,pending,,
2147,2147,93,approved,2026-01-13T02:18:32.699Z,Standard approval
2148,2148,94,pending,,
2149,2149,95,rejected,2026-01-15T16:32:47.908Z,Did not complete full shift
2150,2150,96,pending,,
2151,2151,97,approved,2026-01-13T10:59:45.442Z,
2152,2152,98,approved,2026-01-11T22:38:10.929Z,Approved by manager
2153,2153,99,approved,2026-01-12T17:29:05.340Z,Excellent performance
2154,2154,100,approved,2026-01-12T02:00:00.593Z,Excellent performance
2155,2155,101,approved,2026-01-12T14:14:31.670Z,
2156,2156,102,approved,2026-01-11T22:31:23.249Z,Standard approval
2157,2157,103,approved,2026-01-12T18:01:14.649Z,Excellent performance
2158,2158,104,rejected,2026-01-16T05:03:34.364Z,Did not complete full shift
2159,2159,105,approved,2026-01-16T16:13:12.253Z,Late arrival noted
2160,2160,106,pending,,
2161,2161,107,approved,2026-01-15T22:48:32.887Z,Approved by manager
2162,2162,108,approved,2026-01-15T21:20:17.937Z,Standard approval
2163,2163,7,approved,2026-01-16T08:58:48.527Z,
2164,2164,8,approved,2026-01-15T06:04:00.121Z,Approved by manager
2165,2165,9,approved,2026-01-12T22:30:38.694Z,Standard approval
2166,2166,10,approved,2026-01-14T00:01:23.201Z,
2167,2167,11,approved,2026-01-12T18:47:30.834Z,Excellent performance
2168,2168,14,approved,2026-01-15T13:54:42.373Z,
2169,2169,16,approved,2026-01-14T13:22:46.339Z,Excellent performance
2170,2170,17,approved,2026-01-12T00:43:15.634Z,
2171,2171,18,approved,2026-01-12T01:42:05.999Z,
2172,2172,20,approved,2026-01-16T11:47:06.259Z,
2173,2173,21,approved,2026-01-15T01:34:30.426Z,Approved by manager
2174,2174,22,approved,2026-01-12T05:14:48.599Z,
2175,2175,23,approved,2026-01-12T09:44:45.139Z,
2176,2176,24,approved,2026-01-16T08:52:33.817Z,Late arrival noted
2177,2177,25,approved,2026-01-16T09:05:59.203Z,
2178,2178,26,approved,2026-01-13T11:41:07.795Z,Standard approval
2179,2179,27,approved,2026-01-11T20:17:00.822Z,Excellent performance
2180,2180,28,approved,2026-01-13T04:14:31.471Z,Excellent performance
2181,2181,29,approved,2026-01-11T23:00:09.219Z,
2182,2182,30,approved,2026-01-16T02:59:35.966Z,Approved by manager
2183,2183,31,approved,2026-01-12T18:07:14.047Z,Standard approval
2184,2184,32,approved,2026-01-15T08:17:05.948Z,Excellent performance
2185,2185,33,approved,2026-01-14T02:21:24.563Z,
2186,2186,34,approved,2026-01-13T20:13:25.676Z,Standard approval
2187,2187,35,pending,,
2188,2188,36,approved,2026-01-13T00:19:01.776Z,Excellent performance
2189,2189,37,approved,2026-01-16T12:19:36.655Z,Late arrival noted
2190,2190,38,approved,2026-01-14T00:08:18.496Z,Excellent performance
2191,2191,39,approved,2026-01-11T23:29:26.504Z,
2192,2192,40,pending,,
2193,2193,41,approved,2026-01-13T14:39:17.517Z,
2194,2194,42,approved,2026-01-13T08:44:27.981Z,Approved by manager
2195,2195,43,approved,2026-01-13T14:04:09.372Z,Standard approval
2196,2196,44,approved,2026-01-12T08:38:04.193Z,
2197,2197,45,approved,2026-01-12T12:18:00.793Z,
2198,2198,46,pending,,
2199,2199,47,approved,2026-01-11T22:42:10.676Z,Standard approval
2200,2200,48,pending,,
2201,2201,49,approved,2026-01-15T18:34:48.236Z,
2202,2202,50,approved,2026-01-12T21:36:42.610Z,
2203,2203,51,approved,2026-01-12T22:39:37.387Z,Excellent performance
2204,2204,52,approved,2026-01-14T06:43:30.176Z,Excellent performance
2205,2205,53,approved,2026-01-16T17:00:32.684Z,
2206,2206,55,approved,2026-01-15T01:08:41.510Z,Standard approval
2207,2207,56,approved,2026-01-12T21:24:27.547Z,
2208,2208,57,approved,2026-01-11T21:18:03.776Z,
2209,2209,58,approved,2026-01-14T13:45:58.112Z,Excellent performance
2210,2210,59,approved,2026-01-15T10:03:21.457Z,
2211,2211,60,approved,2026-01-16T10:27:20.742Z,
2212,2212,61,approved,2026-01-15T15:54:08.956Z,
2213,2213,62,approved,2026-01-13T19:00:45.340Z,
2214,2214,64,approved,2026-01-14T07:17:13.776Z,
2215,2215,65,approved,2026-01-15T10:25:20.694Z,Late arrival noted
2216,2216,66,pending,,
2217,2217,67,approved,2026-01-13T13:34:05.333Z,Excellent performance
2218,2218,68,approved,2026-01-13T08:28:29.564Z,Late arrival noted
2219,2219,69,approved,2026-01-13T10:35:43.167Z,
2220,2220,70,approved,2026-01-16T10:55:49.101Z,Excellent performance
2221,2221,71,approved,2026-01-12T00:37:33.383Z,
2222,2222,72,approved,2026-01-15T08:44:56.427Z,Excellent performance
2223,2223,73,approved,2026-01-15T22:28:59.859Z,Approved by manager
2224,2224,74,pending,,
2225,2225,75,approved,2026-01-14T07:23:53.654Z,
2226,2226,77,approved,2026-01-16T04:45:10.380Z,
2227,2227,78,approved,2026-01-14T03:49:31.389Z,Late arrival noted
2228,2228,79,rejected,2026-01-16T14:24:15.103Z,Did not complete full shift
2229,2229,80,approved,2026-01-13T00:09:10.667Z,Approved by manager
2230,2230,81,approved,2026-01-16T01:00:33.481Z,Excellent performance
2231,2231,82,pending,,
2232,2232,83,approved,2026-01-15T18:56:25.987Z,Standard approval
2233,2233,84,approved,2026-01-13T07:56:16.136Z,Standard approval
2234,2234,85,approved,2026-01-15T08:29:35.543Z,Excellent performance
2235,2235,86,approved,2026-01-13T20:54:50.770Z,Excellent performance
2236,2236,87,approved,2026-01-12T16:33:35.887Z,Late arrival noted
2237,2237,89,approved,2026-01-12T18:51:49.770Z,Approved by manager
2238,2238,90,approved,2026-01-12T20:58:11.534Z,Approved by manager
2239,2239,91,approved,2026-01-15T01:23:38.572Z,
2240,2240,92,approved,2026-01-13T14:04:13.508Z,Late arrival noted
2241,2241,93,approved,2026-01-16T16:53:55.190Z,
2242,2242,94,approved,2026-01-13T04:16:34.708Z,Approved by manager
2243,2243,95,approved,2026-01-13T23:05:29.414Z,
2244,2244,96,approved,2026-01-15T17:43:30.041Z,Excellent performance
2245,2245,97,approved,2026-01-15T19:53:16.248Z,Excellent performance
2246,2246,98,approved,2026-01-16T03:25:17.882Z,Late arrival noted
2247,2247,99,approved,2026-01-13T14:46:51.907Z,Late arrival noted
2248,2248,100,approved,2026-01-12T00:19:12.329Z,Excellent performance
2249,2249,101,approved,2026-01-13T04:30:20.237Z,
2250,2250,102,approved,2026-01-12T23:00:44.482Z,Excellent performance
2251,2251,103,approved,2026-01-14T10:11:38.943Z,
2252,2252,104,approved,2026-01-13T10:59:40.230Z,Excellent performance
2253,2253,105,approved,2026-01-16T15:46:47.529Z,
2254,2254,106,rejected,2026-01-16T09:47:43.990Z,Did not complete full shift
2255,2255,107,approved,2026-01-14T18:19:14.721Z,
2256,2256,108,approved,2026-01-12T21:31:01.284Z,Standard approval
2257,2257,7,approved,2026-01-11T23:42:34.677Z,Late arrival noted
2258,2258,8,rejected,2026-01-15T06:10:58.582Z,Did not complete full shift
2259,2259,9,approved,2026-01-15T06:08:01.221Z,Late arrival noted
2260,2260,10,approved,2026-01-15T02:25:20.806Z,Late arrival noted
2261,2261,11,approved,2026-01-15T21:24:45.388Z,Late arrival noted
2262,2262,14,pending,,
2263,2263,16,approved,2026-01-13T01:26:14.247Z,
2264,2264,17,pending,,
2265,2265,18,pending,,
2266,2266,20,approved,2026-01-12T00:49:34.764Z,
2267,2267,21,approved,2026-01-13T09:51:57.223Z,
2268,2268,22,approved,2026-01-14T21:58:03.100Z,Approved by manager
2269,2269,23,approved,2026-01-11T18:52:16.600Z,Excellent performance
2270,2270,24,approved,2026-01-16T09:34:07.383Z,Late arrival noted
2271,2271,25,approved,2026-01-15T12:16:28.437Z,Excellent performance
2272,2272,26,pending,,
2273,2273,27,rejected,2026-01-14T18:35:45.624Z,Did not complete full shift
2274,2274,28,approved,2026-01-15T19:12:45.721Z,Approved by manager
2275,2275,29,approved,2026-01-15T18:05:40.665Z,
2276,2276,30,approved,2026-01-13T04:56:29.941Z,
2277,2277,31,pending,,
2278,2278,32,approved,2026-01-16T16:33:22.428Z,Late arrival noted
2279,2279,33,approved,2026-01-14T00:33:53.711Z,Approved by manager
2280,2280,34,approved,2026-01-15T15:46:13.981Z,
2281,2281,35,pending,,
2282,2282,36,approved,2026-01-16T12:48:58.513Z,Standard approval
2283,2283,37,approved,2026-01-16T06:48:51.628Z,Late arrival noted
2284,2284,38,approved,2026-01-14T21:26:26.748Z,Standard approval
2285,2285,39,approved,2026-01-15T18:03:56.603Z,
2286,2286,40,approved,2026-01-12T13:48:47.468Z,
2287,2287,41,approved,2026-01-13T05:51:50.383Z,
2288,2288,42,approved,2026-01-12T19:14:53.048Z,Standard approval
2289,2289,43,approved,2026-01-16T05:05:23.313Z,Approved by manager
2290,2290,44,approved,2026-01-13T04:02:35.223Z,
2291,2291,45,approved,2026-01-14T16:44:48.348Z,
2292,2292,46,pending,,
2293,2293,47,approved,2026-01-16T16:07:59.500Z,
2294,2294,48,pending,,
2295,2295,49,approved,2026-01-15T20:15:31.011Z,Approved by manager
2296,2296,50,approved,2026-01-14T03:19:13.691Z,Standard approval
2297,2297,51,approved,2026-01-14T02:32:52.063Z,Standard approval
2298,2298,52,approved,2026-01-12T21:44:07.045Z,Approved by manager
2299,2299,53,approved,2026-01-15T03:02:26.900Z,
2300,2300,55,approved,2026-01-13T23:10:50.982Z,
2301,2301,56,approved,2026-01-12T20:13:16.750Z,Late arrival noted
2302,2302,57,pending,,
2303,2303,58,approved,2026-01-13T00:39:58.118Z,Approved by manager
2304,2304,59,rejected,2026-01-15T06:38:33.390Z,Did not complete full shift
2305,2305,60,approved,2026-01-16T18:39:55.470Z,
2306,2306,61,approved,2026-01-14T11:05:47.681Z,Excellent performance
2307,2307,62,approved,2026-01-16T00:16:51.650Z,Late arrival noted
2308,2308,64,approved,2026-01-14T13:02:55.907Z,Excellent performance
2309,2309,65,approved,2026-01-16T13:20:17.172Z,Late arrival noted
2310,2310,66,approved,2026-01-12T15:15:03.388Z,
2311,2311,67,approved,2026-01-13T20:14:20.409Z,
2312,2312,68,approved,2026-01-12T17:49:01.482Z,Approved by manager
2313,2313,69,approved,2026-01-14T21:19:42.875Z,Standard approval
2314,2314,70,approved,2026-01-16T13:59:29.748Z,Excellent performance
2315,2315,71,approved,2026-01-12T10:36:47.559Z,
2316,2316,72,approved,2026-01-15T14:24:36.996Z,Approved by manager
2317,2317,73,approved,2026-01-15T23:38:19.826Z,
2318,2318,74,approved,2026-01-12T18:25:50.516Z,Approved by manager
2319,2319,75,approved,2026-01-15T05:47:00.418Z,Approved by manager
2320,2320,77,approved,2026-01-14T13:47:38.987Z,Approved by manager
2321,2321,78,pending,,
2322,2322,79,approved,2026-01-14T20:44:25.146Z,Late arrival noted
2323,2323,80,rejected,2026-01-15T06:17:33.360Z,Did not complete full shift
2324,2324,81,approved,2026-01-14T06:31:53.831Z,Excellent performance
2325,2325,82,rejected,2026-01-16T04:59:01.965Z,Did not complete full shift
2326,2326,83,approved,2026-01-11T21:30:38.360Z,
2327,2327,84,approved,2026-01-12T18:40:06.486Z,Approved by manager
2328,2328,85,approved,2026-01-16T07:21:37.620Z,Excellent performance
2329,2329,86,approved,2026-01-16T11:26:01.970Z,Excellent performance
2330,2330,87,approved,2026-01-16T14:41:25.707Z,Approved by manager
2331,2331,89,approved,2026-01-14T14:19:08.863Z,Late arrival noted
2332,2332,90,approved,2026-01-14T09:17:09.621Z,Late arrival noted
2333,2333,91,approved,2026-01-16T14:48:45.584Z,
2334,2334,92,approved,2026-01-13T03:41:49.517Z,
2335,2335,93,approved,2026-01-12T02:24:27.901Z,Excellent performance
2336,2336,94,approved,2026-01-15T18:58:43.951Z,Standard approval
2337,2337,95,approved,2026-01-14T22:56:54.643Z,Approved by manager
2338,2338,96,approved,2026-01-14T08:21:35.518Z,
2339,2339,97,approved,2026-01-14T11:47:47.368Z,Excellent performance
2340,2340,98,approved,2026-01-16T07:48:32.902Z,Excellent performance
2341,2341,99,approved,2026-01-12T11:31:15.899Z,Excellent performance
2342,2342,100,approved,2026-01-12T22:07:17.744Z,
2343,2343,101,pending,,
2344,2344,102,approved,2026-01-16T08:06:12.665Z,Standard approval
2345,2345,103,approved,2026-01-14T11:26:04.477Z,
2346,2346,104,approved,2026-01-12T22:00:48.960Z,Approved by manager
2347,2347,105,approved,2026-01-13T03:50:04.990Z,
2348,2348,106,approved,2026-01-13T17:45:46.144Z,Late arrival noted
2349,2349,107,approved,2026-01-15T01:12:45.655Z,
2350,2350,108,approved,2026-01-13T21:41:32.232Z,
2351,2351,7,approved,2026-01-14T04:11:49.008Z,Late arrival noted
2352,2352,8,pending,,
2353,2353,9,approved,2026-01-16T11:22:11.918Z,
2354,2354,10,pending,,
2355,2355,11,approved,2026-01-13T03:51:50.835Z,
2356,2356,14,approved,2026-01-16T01:44:04.852Z,
2357,2357,16,approved,2026-01-14T19:38:00.744Z,
2358,2358,17,approved,2026-01-13T07:29:25.559Z,
2359,2359,18,rejected,2026-01-13T19:25:16.404Z,Did not complete full shift
2360,2360,20,rejected,2026-01-15T17:15:56.619Z,Did not complete full shift
2361,2361,21,approved,2026-01-13T22:09:29.271Z,
2362,2362,22,approved,2026-01-16T16:47:23.076Z,Excellent performance
2363,2363,23,approved,2026-01-14T05:38:57.637Z,Excellent performance
2364,2364,24,approved,2026-01-13T00:16:08.925Z,Excellent performance
2365,2365,25,approved,2026-01-12T13:38:15.115Z,
2366,2366,26,approved,2026-01-15T02:56:36.817Z,
2367,2367,27,pending,,
2368,2368,28,pending,,
2369,2369,29,approved,2026-01-11T21:21:06.414Z,
2370,2370,30,approved,2026-01-13T16:30:58.117Z,Excellent performance
2371,2371,31,approved,2026-01-13T17:54:31.639Z,Excellent performance
2372,2372,32,approved,2026-01-13T22:28:44.755Z,Late arrival noted
2373,2373,33,approved,2026-01-16T11:54:04.085Z,
2374,2374,34,approved,2026-01-13T20:26:58.670Z,
2375,2375,35,approved,2026-01-15T06:14:30.747Z,
2376,2376,36,approved,2026-01-15T08:53:42.802Z,Late arrival noted
2377,2377,37,approved,2026-01-14T19:36:05.977Z,Excellent performance
2378,2378,38,approved,2026-01-12T06:55:16.879Z,Standard approval
2379,2379,39,approved,2026-01-14T11:03:41.033Z,
2380,2380,40,approved,2026-01-16T12:15:57.658Z,Approved by manager
2381,2381,41,pending,,
2382,2382,42,approved,2026-01-12T20:14:00.091Z,Late arrival noted
2383,2383,43,approved,2026-01-14T16:42:16.737Z,
2384,2384,44,approved,2026-01-11T19:52:28.970Z,Approved by manager
2385,2385,45,rejected,2026-01-16T08:16:05.939Z,Did not complete full shift
2386,2386,46,approved,2026-01-14T10:55:29.154Z,Excellent performance
2387,2387,47,approved,2026-01-16T10:27:07.085Z,
2388,2388,48,approved,2026-01-14T13:05:25.149Z,Late arrival noted
2389,2389,49,approved,2026-01-15T21:39:14.672Z,
2390,2390,50,approved,2026-01-13T13:39:19.780Z,Approved by manager
2391,2391,51,approved,2026-01-16T17:14:15.204Z,
2392,2392,52,approved,2026-01-12T07:02:52.675Z,
2393,2393,53,approved,2026-01-13T10:38:15.773Z,Excellent performance
2394,2394,55,approved,2026-01-14T17:31:45.063Z,
2395,2395,56,approved,2026-01-11T19:46:26.942Z,
2396,2396,57,approved,2026-01-13T07:35:33.380Z,
2397,2397,58,approved,2026-01-16T09:04:01.154Z,Excellent performance
2398,2398,59,approved,2026-01-13T01:27:40.470Z,Excellent performance
2399,2399,60,approved,2026-01-14T07:09:31.871Z,Standard approval
2400,2400,61,approved,2026-01-14T23:49:55.849Z,
2401,2401,62,approved,2026-01-14T20:31:02.278Z,
2402,2402,64,approved,2026-01-12T09:51:49.429Z,Excellent performance
2403,2403,65,approved,2026-01-16T04:20:01.076Z,Standard approval
2404,2404,66,approved,2026-01-14T01:52:16.287Z,
2405,2405,67,approved,2026-01-13T11:02:39.690Z,Excellent performance
2406,2406,68,rejected,2026-01-13T19:54:07.004Z,Did not complete full shift
2407,2407,69,approved,2026-01-12T05:15:56.375Z,Late arrival noted
2408,2408,70,approved,2026-01-15T00:09:13.780Z,Standard approval
2409,2409,71,approved,2026-01-15T08:29:56.598Z,Excellent performance
2410,2410,72,approved,2026-01-14T05:27:18.339Z,
2411,2411,73,approved,2026-01-14T17:57:46.789Z,
2412,2412,74,approved,2026-01-14T22:47:22.181Z,Standard approval
2413,2413,75,approved,2026-01-13T18:39:15.398Z,Approved by manager
2414,2414,77,approved,2026-01-15T08:04:27.113Z,
2415,2415,78,rejected,2026-01-16T14:44:47.905Z,Did not complete full shift
2416,2416,79,approved,2026-01-12T09:44:16.228Z,Excellent performance
2417,2417,80,approved,2026-01-15T04:11:25.716Z,
2418,2418,81,approved,2026-01-16T14:59:17.357Z,
2419,2419,82,approved,2026-01-14T10:09:24.389Z,
2420,2420,83,approved,2026-01-14T12:17:05.372Z,
2421,2421,84,approved,2026-01-12T18:15:40.581Z,
2422,2422,85,approved,2026-01-11T20:48:04.864Z,
2423,2423,86,approved,2026-01-15T06:23:37.615Z,Excellent performance
2424,2424,87,approved,2026-01-16T16:38:35.553Z,Excellent performance
2425,2425,89,rejected,2026-01-16T03:20:07.408Z,Did not complete full shift
2426,2426,90,approved,2026-01-15T19:02:10.707Z,Approved by manager
2427,2427,91,approved,2026-01-12T20:27:06.075Z,
2428,2428,92,approved,2026-01-12T15:16:28.338Z,
2429,2429,93,pending,,
2430,2430,94,rejected,2026-01-16T15:36:53.938Z,Did not complete full shift
2431,2431,95,approved,2026-01-11T23:23:20.672Z,Excellent performance
2432,2432,96,approved,2026-01-14T14:01:32.690Z,Approved by manager
2433,2433,97,pending,,
2434,2434,98,approved,2026-01-16T04:09:34.339Z,Standard approval
2435,2435,99,approved,2026-01-15T23:45:19.257Z,Standard approval
2436,2436,100,approved,2026-01-15T10:54:12.910Z,
2437,2437,101,approved,2026-01-13T02:44:12.815Z,Excellent performance
2438,2438,102,pending,,
2439,2439,103,pending,,
2440,2440,104,approved,2026-01-12T02:20:02.679Z,Excellent performance
2441,2441,105,pending,,
2442,2442,106,pending,,
2443,2443,107,pending,,
2444,2444,108,approved,2026-01-16T09:52:53.321Z,
2445,2445,7,rejected,2026-01-14T10:11:55.001Z,Did not complete full shift
2446,2446,8,approved,2026-01-14T15:13:08.970Z,Excellent performance
2447,2447,9,approved,2026-01-14T11:25:10.499Z,Approved by manager
2448,2448,10,approved,2026-01-13T01:55:42.226Z,Approved by manager
2449,2449,11,approved,2026-01-16T06:49:03.572Z,Late arrival noted
2450,2450,14,approved,2026-01-14T07:43:30.116Z,Excellent performance
